sample;annotation
биокефирная;['TYPE']
биокифир;['TYPE']
биол;['TYPE']
биола;['BRAND']
биолает;['TYPE']
биолак;['BRAND']
биолакиь;['TYPE']
биолакн;['TYPE']
биолакт;['TYPE']
биолакти;['TYPE']
биолакты;['TYPE']
биолатк;['TYPE']
биолкат;['TYPE']
биолккт;['TYPE']
биоллакт;['TYPE']
биоряженка;['TYPE']
биотаорог;['TYPE']
биотйогурт;['TYPE']
биоцогурт;['TYPE']
бирсая;['O']
биск;['TYPE']
бискв;['TYPE']
бискви;['TYPE']
бисквит;['TYPE']
бисквит для торта;['TYPE', 'O', 'O']
бисквитные;['TYPE']
бисквиты;['TYPE']
бискоти;['TYPE']
бискотти;['TYPE']
бисокс бюстгальте;['BRAND', 'TYPE']
бисокс бюстгальтер;['BRAND', 'TYPE']
бисокс бюстгальтера;['BRAND', 'TYPE']
битва;['TYPE']
биточек;['TYPE']
биточки;['TYPE']
биттер;['TYPE']
биф;['TYPE']
бифбу;['TYPE']
бифи;['TYPE']
бифид;['TYPE']
бифидо;['TYPE']
бифидоак;['TYPE']
бифидок;['BRAND']
бифидокефир;['TYPE']
бифил;['BRAND']
бифстроганов;['TYPE']
бифш;['TYPE']
бифштексы;['TYPE']
бишбармак;['TYPE']
бишьбармак;['TYPE']
бй крй;['O', 'O']
бкзлактозное;['TYPE']
бклажн;['TYPE']
бклка;['TYPE']
бклочка;['TYPE']
бклочки;['TYPE']
бкльмен;['TYPE']
бкльон;['TYPE']
благояр;['BRAND']
блани;['TYPE']
бланк;['TYPE']
бланки;['TYPE']
блгур;['TYPE']
бленчики;['TYPE']
блеск для обуви;['TYPE', 'O', 'O']
блзука;['TYPE']
бли;['TYPE']
бли6ы;['TYPE']
блигчики;['TYPE']
блигы;['TYPE']
блиеы;['TYPE']
ближ;['TYPE']
ближн;['TYPE']
блиины;['TYPE']
блин;['TYPE']
блин с мясом;['TYPE', 'O', 'O']
блинвы;['TYPE']
блиник;['TYPE']
блинички;['TYPE']
блинн;['TYPE']
блинная;['TYPE']
блинная мука;['TYPE', 'TYPE']
блинны;['TYPE']
блинсики;['TYPE']
блинч;['TYPE']
блинчи;['TYPE']
блинчиаи;['TYPE']
блинчик мирита;['TYPE', 'BRAND']
блинчик мириталь;['TYPE', 'BRAND']
блинчик сызра;['TYPE', 'BRAND']
блинчик сызран;['TYPE', 'BRAND']
блинчики;['TYPE']
блинчики для ш;['TYPE', 'O', 'O']
блинчики с ветчиной;['TYPE', 'O', 'O']
блинчики с мясом.;['TYPE', 'O', 'O']
блинчики с пылу;['TYPE', 'O', 'O']
блинчики св;['TYPE', 'BRAND']
блинчки;['TYPE']
блинчтки;['TYPE']
блины;['TYPE']
блины для начинки;['TYPE', 'O', 'O']
блины с виш;['TYPE', 'O', 'O']
блины с грушей;['TYPE', 'O', 'O']
блины с клубникой;['TYPE', 'O', 'O']
блины с малиной;['TYPE', 'O', 'O']
блины с мяс;['TYPE', 'O', 'O']
блины с мясо;['TYPE', 'O', 'O']
блины с пылу;['TYPE', 'O', 'O']
блины с таорогио;['TYPE', 'O', 'O']
блины с творо;['TYPE', 'O', 'O']
блины с творогом;['TYPE', 'O', 'TYPE']
блины, блинчик;['TYPE', 'TYPE']
блины, блинчики;['TYPE', 'TYPE']
блины, блнчики;['TYPE', 'TYPE']
блины.;['TYPE']
блиныа;['TYPE']
блинык;['TYPE']
блиныо;['TYPE']
блис;['O']
блит;['TYPE']
бличики атяшево;['TYPE', 'BRAND']
бличник;['TYPE']
блмны;['TYPE']
блнчики;['TYPE']
бло;['TYPE']
блок доя унитаза;['TYPE', 'O', 'O']
блоки для у;['TYPE', 'O', 'O']
блоки для унитаза;['TYPE', 'O', 'O']
блокно;['TYPE']
блокнот;['TYPE']
блокнот origam;['TYPE', 'BRAND']
блокнот да ам;['TYPE', 'O', 'O']
блокнот для ам;['TYPE', 'O', 'O']
блокнот экс;['TYPE', 'BRAND']
блокнот эксм;['TYPE', 'BRAND']
блокното;['TYPE']
блокнотов berlin;['TYPE', 'BRAND']
блокнотов berling;['TYPE', 'BRAND']
блокнотов berlingo;['TYPE', 'BRAND']
блокнотов sma;['TYPE', 'BRAND']
блокнотов smar;['TYPE', 'BRAND']
блокнотов smart;['TYPE', 'BRAND']
блокнотов срочно;['TYPE', 'O']
блокнотов хатб;['TYPE', 'BRAND']
блокнотов хатбе;['TYPE', 'BRAND']
блокнотов хатбер;['TYPE', 'BRAND']
блокнотов экс;['TYPE', 'BRAND']
блокнотов эксм;['TYPE', 'BRAND']
блокнотов эксмо;['TYPE', 'BRAND']
блокнотоф;['TYPE']
блокноты;['TYPE']
блокноты centr;['TYPE', 'BRAND']
блокноты centru;['TYPE', 'BRAND']
блокноты centrum;['TYPE', 'BRAND']
блокноты проф-пре;['TYPE', 'BRAND']
блокноты проф-прес;['TYPE', 'BRAND']
блоко;['TYPE']
блтнчики;['TYPE']
блуз;['TYPE']
блуза;['TYPE']
блуза y;['TYPE', 'BRAND']
блуза ya;['TYPE', 'BRAND']
блуза yax;['TYPE', 'BRAND']
блузик;['TYPE']
блузка;['TYPE']
блузка lem;['TYPE', 'BRAND']
блузка lemon;['TYPE', 'BRAND']
блузки;['TYPE']
блузки кари;['TYPE', 'BRAND']
блюда;['TYPE']
блюдо;['TYPE']
бмй;['O']
бмк варено-копчен;['BRAND', 'TYPE']
бмк варено-копчены;['BRAND', 'TYPE']
бмк варено-копченые;['BRAND', 'TYPE']
бмолакт;['TYPE']
бнаны;['TYPE']
бобовые;['TYPE']
бобочки;['TYPE']
бобы;['TYPE']
богдаша;['BRAND']
богемия;['BRAND']
богучарские;['BRAND']
бодро;['TYPE']
боилакт;['TYPE']
боинная;['TYPE']
боинчики;['TYPE']
боинчики с мясом;['TYPE', 'O', 'O']
бой;['TYPE']
бойкал;['TYPE']
бойлер;['TYPE']
боклажан;['TYPE']
боклажаны;['TYPE']
болгарский перец;['TYPE', 'TYPE']
боллньезе;['TYPE']
болнезе;['TYPE']
болньезе;['TYPE']
болонбезе;['TYPE']
болоне;['TYPE']
болонеза;['TYPE']
болонезк;['TYPE']
болонезо;['TYPE']
болонт;['TYPE']
болонь;['TYPE']
болоньеза;['TYPE']
болоньезен;['TYPE']
болоньезец;['TYPE']
болочки;['TYPE']
болрньезе;['TYPE']
бользам;['TYPE']
большемясов сырокопчено;['BRAND', 'TYPE']
большемясов сырокопченое;['BRAND', 'TYPE']
большой прзнк;['O', 'O']
больюн;['TYPE']
бомбар;['BRAND']
бомбочка для ванной;['TYPE', 'O', 'O']
бомбочки;['TYPE']
бон пари;['BRAND', 'BRAND']
бона;['BRAND']
бонаны;['TYPE']
бонпа;['BRAND']
боокколи;['TYPE']
бордоми;['BRAND']
боржоми;['BRAND']
боржоми в стекле;['BRAND', 'O', 'O']
бородина;['BRAND']
бородинкий;['TYPE']
бородинс;['TYPE']
бородинсий;['TYPE']
бородинская;['TYPE']
бородински1;['TYPE']
бородинские;['TYPE']
бородинский хлеб;['TYPE', 'TYPE']
бородинскмй;['TYPE']
борс;['TYPE']
борская;['BRAND']
борш;['TYPE']
боршевая;['TYPE']
боршь;['TYPE']
борщ;['TYPE']
борщ в банке;['TYPE', 'O', 'O']
борщ с фасолью;['TYPE', 'O', 'O']
борща;['TYPE']
борщв;['TYPE']
борще;['TYPE']
борщов;['TYPE']
борщщ;['TYPE']
борщь;['TYPE']
бос для унитаза;['TYPE', 'O', 'O']
ботин;['TYPE']
ботинк;['TYPE']
ботинки;['TYPE']
ботинки br;['TYPE', 'BRAND']
ботинки bri;['TYPE', 'BRAND']
ботинки bris;['TYPE', 'BRAND']
ботинки geze;['TYPE', 'BRAND']
ботинки gezer;['TYPE', 'BRAND']
ботинки ju;['TYPE', 'BRAND']
ботинки luckyla;['TYPE', 'BRAND']
боунти;['BRAND']
боынза;['TYPE']
бпаранки;['TYPE']
бпелмени;['TYPE']
бптарейк;['TYPE']
бптарейки;['TYPE']
бптончик;['TYPE']
браво;['BRAND']
бранза;['TYPE']
брасл;['TYPE']
брасле;['TYPE']
браслет;['TYPE']
брати;['O']
братта;['TYPE']
брауни;['TYPE']
брауншвейгская;['TYPE']
брауншвейская;['TYPE']
брев;['TYPE']
брелок;['TYPE']
бремор;['BRAND']
брен;['TYPE']
бренд;['TYPE']
бренди;['TYPE']
бренди garli;['TYPE', 'BRAND']
бренди torr;['TYPE', 'BRAND']
бренди torre;['TYPE', 'BRAND']
бренди torres;['TYPE', 'BRAND']
бренди ас;['TYPE', 'BRAND']
бренди аст;['TYPE', 'BRAND']
бренди асто;['TYPE', 'BRAND']
бренди самс;['TYPE', 'BRAND']
бренди самсо;['TYPE', 'BRAND']
бренди самсон;['TYPE', 'BRAND']
бренли;['TYPE']
брест-литовск ке;['BRAND', 'TYPE']
брест-литовск кеф;['BRAND', 'TYPE']
брест-литовск кеф.;['BRAND', 'TYPE']
бреф;['BRAND']
бри;['TYPE']
бриджи, шор;['TYPE', 'TYPE']
бриджи, шорт;['TYPE', 'TYPE']
бриджи, шорты;['TYPE', 'TYPE']
брик;['BRAND']
брикет;['TYPE']
брикеты;['TYPE']
брикеты для розжига;['TYPE', 'O', 'O']
брикетыц;['TYPE']
бринза;['TYPE']
бринья;['TYPE']
бриош;['TYPE']
бриошь;['TYPE']
брипье;['TYPE']
бритв;['BRAND']
бритва;['TYPE']
бритва beautif;['TYPE', 'BRAND']
бритва beautific;['TYPE', 'BRAND']
бритва exx;['TYPE', 'BRAND']
бритва exxe;['TYPE', 'BRAND']
бритва gillet;['TYPE', 'BRAND']
бритва gillette;['TYPE', 'BRAND']
бритвенные;['TYPE']
бритвенные кассе;['TYPE', 'TYPE']
бритвенные кассет;['TYPE', 'TYPE']
бритвенные кассеты;['TYPE', 'TYPE']
бритвенные стан;['TYPE', 'TYPE']
бритвенные станк;['TYPE', 'TYPE']
бритвенные станки;['TYPE', 'TYPE']
бритвенный;['TYPE']
бритвенный стан;['TYPE', 'TYPE']
бритвенный стано;['TYPE', 'TYPE']
бритвы;['TYPE']
бритвы, триммер;['TYPE', 'TYPE']
бритвы, триммеры;['TYPE', 'TYPE']
брить;['TYPE']
бритье;['TYPE']
бритье adid;['TYPE', 'BRAND']
бритье adida;['TYPE', 'BRAND']
бритье adidas;['TYPE', 'BRAND']
бритья;['TYPE']
бритья beautif;['TYPE', 'BRAND']
бритья beautifi;['TYPE', 'BRAND']
бритья ex;['TYPE', 'BRAND']
бритья exx;['TYPE', 'BRAND']
бритья exxe;['TYPE', 'BRAND']
брлколи;['TYPE']
брльшой;['TYPE']
брогс;['O']
бройлер;['TYPE']
бройлл;['TYPE']
брокалли;['TYPE']
брокаоли;['TYPE']
броккли;['TYPE']
броккои;['TYPE']
броккол;['TYPE']
брокколи пюре;['TYPE', 'TYPE']
брокколл;['TYPE']
брокколли;['TYPE']
броккоои;['TYPE']
брокол;['TYPE']
броколл;['TYPE']
броколт;['TYPE']
броколь;['TYPE']
брошь;['TYPE']
бруни;['BRAND']
бруске;['TYPE']
брускетт;['TYPE']
брусни;['TYPE']
брусник;['TYPE']
брусника;['TYPE']
бруснич6ыц;['TYPE']
брусничн;['TYPE']
брусничное;['TYPE']
брусничны;['TYPE']
брусничный;['TYPE']
брусничный соус для мяса;['TYPE', 'TYPE', 'O', 'O']
брусничныцй;['TYPE']
брыеза;['TYPE']
брын;['TYPE']
брынза preside;['TYPE', 'BRAND']
брынза presiden;['TYPE', 'BRAND']
брынза сербская;['TYPE', 'TYPE']
брынза тенде;['TYPE', 'BRAND']
брынза тендер;['TYPE', 'BRAND']
брынза умала;['TYPE', 'BRAND']
брынза эм;['TYPE', 'BRAND']
брынза эмми;['TYPE', 'BRAND']
брынзп;['TYPE']
брынца;['TYPE']
брынща;['TYPE']
брынщв;['TYPE']
брюква;['TYPE']
брюкво;['TYPE']
брюле;['TYPE']
брюсельская;['TYPE']
брянк;['TYPE']
брянконфи;['BRAND']
бснаны;['TYPE']
бтаон;['TYPE']
бтны;['O']
бтон;['TYPE']
бтончик;['TYPE']
буажные катери;['O', 'O']
буамгой;['TYPE']
буата;['O']
бубл;['TYPE']
бубли;['TYPE']
бублик;['TYPE']
бублик атру;['TYPE', 'BRAND']
бублик сибхл;['TYPE', 'BRAND']
бублик сибхле;['TYPE', 'BRAND']
бублик сибхлеб;['TYPE', 'BRAND']
бублики атр;['TYPE', 'BRAND']
бублики атру;['TYPE', 'BRAND']
бублики атрус;['TYPE', 'BRAND']
бублики б;['TYPE', 'BRAND']
бублики бк;['TYPE', 'BRAND']
бублики сибхлеб;['TYPE', 'BRAND']
бублйки;['TYPE']
бувь;['TYPE']
буглур;['TYPE']
бугур;['TYPE']
будгур;['BRAND']
будки для бургера;['TYPE', 'O', 'O']
будочка для хот догов;['TYPE', 'O', 'O', 'O']
будочка с корицей;['TYPE', 'O', 'O']
будочки дл бург;['TYPE', 'O', 'O']
будочки для бургера;['TYPE', 'O', 'O']
будочки для хотдога;['TYPE', 'O', 'O']
будочки доя бур;['TYPE', 'O', 'O']
будочки доя гамбургера;['TYPE', 'O', 'O']
будочки доя хотдогов;['TYPE', 'O', 'O']
будьиени;['TYPE']
бужанина;['TYPE']
бужаные;['TYPE']
буже;['TYPE']
бужееона;['TYPE']
бужен;['TYPE']
бужени;['TYPE']
бужение;['TYPE']
буженин;['TYPE']
бужениной;['TYPE']
буз;['TYPE']
буздякский;['BRAND']
буздякский если;['BRAND', 'O']
букет;['TYPE']
букеты;['TYPE']
буковки;['TYPE']
бул4а;['TYPE']
булага;['TYPE']
булачка;['TYPE']
булг;['TYPE']
булгкр;['TYPE']
булгр;['TYPE']
булгу;['TYPE']
булгуг;['TYPE']
булгуп;['TYPE']
булгур;['TYPE']
булгур в пакетах;['TYPE', 'O', 'O']
булгур по турецки;['TYPE', 'O', 'O']
булгурл;['TYPE']
булеа для гамбургер;['TYPE', 'O', 'O']
булека;['TYPE']
булйон;['TYPE']
булйчки;['TYPE']
булк;['TYPE']
булка;['TYPE']
булка в дорогу;['TYPE', 'O', 'O']
булка городская;['TYPE', 'TYPE']
булка для бургеров;['TYPE', 'O', 'O']
булка для хот дога;['TYPE', 'O', 'O', 'O']
булка для хот-дог;['TYPE', 'O', 'O']
булка с ветчиной и сыром;['TYPE', 'TYPE', 'TYPE', 'TYPE', 'TYPE']
булка с грушей;['TYPE', 'O', 'O']
булка с изюмом;['TYPE', 'O', 'O']
булка с маком;['TYPE', 'O', 'O']
булка с чесноком;['TYPE', 'O', 'O']
булка со сгущёнкой;['TYPE', 'O', 'O']
булки для бургер;['TYPE', 'O', 'O']
булки для бургеров;['TYPE', 'O', 'O']
булки для буреров;['TYPE', 'O', 'O']
булки для хо;['TYPE', 'O', 'O']
